Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2015-01-02,39.85844039916992,40.421027343691314,39.67091358543994,39.77320123398954,27913900
2015-01-05,39.49192810058594,39.832888174535164,39.42373413479574,39.52602183181378,39673900
2015-01-06,38.91228485107422,39.84992893716437,38.81851979213187,39.534540035721925,36447900
2015-01-07,39.40668487548828,39.60273764581403,38.775906962556256,39.193583614047185,29114100
2015-01-08,40.565940856933594,40.70232548241011,39.82434965913416,39.84992076026539,29645200
2015-01-09,40.22499465942383,40.762010771690115,39.97779965684682,40.5830064848238,23944200
2015-01-12,39.72206497192383,40.52332761728726,39.51748962750465,40.421036693411196,23651900
2015-01-13,39.517486572265625,40.83871334601777,39.26176578567912,40.03745401426905,35270600
2015-01-14,39.176544189453125,39.41521986863692,38.886726276754764,39.176544189453125,29719600
2015-01-15,38.76737976074219,39.53454557626936,38.70771166971975,39.398160903694205,32750800
2015-01-16,39.41520309448242,39.44929681842669,38.50312688105879,38.622466295696704,35695300
2015-01-20,39.54305648803711,39.764683547645696,38.844084841578265,39.466339929198156,36161900
2015-01-21,39.142425537109375,39.32995562732765,38.767368608338984,39.15947402273523,39081100
2015-01-22,40.17385482788086,40.18237744847696,39.27883008858388,39.5345509781448,35898000
2015-01-23,40.216468811035156,40.395473083532245,39.89255399532584,40.36990197365183,26211600
2015-01-26,40.07155227661133,40.17384320417335,39.415203375587915,40.06302965848112,42525500
2015-01-27,36.36359405517578,36.823893496148486,35.894771995666574,36.61079226440187,169164000
2015-01-28,35.11055374145508,36.47440341907029,35.08498263711428,36.43178382794684,84507100
2015-01-29,35.80953598022461,35.9033010592918,34.7696039937538,34.888940184687556,63585300
2015-01-30,34.43716812133789,35.443006422273065,34.39454526403773,35.41743205755947,78004900
2015-02-02,35.18727493286133,35.263991507637435,34.292250394917936,34.599116694022364,50352500
2015-02-03,35.460052490234375,35.74134774697224,34.991230314005485,35.48562685554444,52082400
2015-02-04,35.66463088989258,35.980019878592394,35.25547681630883,35.74987010251387,41614800
2015-02-05,36.18458938598633,36.346545149656606,35.68167035476453,35.988536645227555,36548200
2015-02-06,36.150508880615234,36.47442380721199,35.9288849318921,36.3806587033286,34616600
2015-02-09,36.107872009277344,36.43178678107129,35.98000997387623,36.005584331956435,31381100
2015-02-10,36.31245040893555,36.45736094465286,35.95444188245789,36.43178983609501,29670700
2015-02-11,36.12492752075195,36.35507727821906,35.980016969013136,36.35507727821906,38262500
2015-02-12,36.73013687133789,36.73013687133789,36.23574033931593,36.36360240840229,33268800
2015-02-13,37.39501190185547,37.39501190185547,36.78128242334104,36.9773352117786,40264900
2015-02-17,37.41218185424805,37.77273823825068,37.07737528720647,37.74698514648141,33695700
2015-02-18,37.36925506591797,37.51519689147742,37.24906960652086,37.45510416177887,27111700
2015-02-19,37.343502044677734,37.36925513608028,36.957189299598745,37.068791487023375,27603400
2015-02-20,37.65255355834961,37.66972337815486,37.16322515572878,37.352086623970045,29721100
2015-02-23,37.901512145996094,37.93584851180635,37.47227646268836,37.51519937605746,32518800
2015-02-24,37.84999084472656,38.03026898936668,37.70404905515551,37.901500289541175,25271700
2015-02-25,37.7641487121582,37.849994520378445,37.601037091809005,37.72980907894704,29759800
2015-02-26,37.824249267578125,37.97018782674298,37.67830743360493,37.76415653441515,28957300
2015-02-27,37.64396286010742,37.94442976135502,37.48085450215559,37.88433703606708,33807700
2015-03-02,37.66971969604492,37.93584368999282,37.38642260916211,37.48943824311588,31924000
2015-03-03,37.154624938964844,37.62678662287697,36.99151662303606,37.39499905299476,31748600
2015-03-04,36.96576690673828,37.09453560741752,36.8112418460773,36.9228407317045,25748700
2015-03-05,37.00868606567383,37.12028821482629,36.75972868479798,36.97434643904122,23193500
2015-03-06,36.364837646484375,37.008690994970834,36.184559494861965,36.91425864655696,36248800
2015-03-09,36.785491943359375,37.02586612147543,36.21890104641315,36.21890104641315,32108000
2015-03-10,36.0815544128418,36.66531526757765,36.0815544128418,36.35626501803411,39159700
2015-03-11,36.038612365722656,36.37341553341368,35.918426949095824,36.32190936903475,32215300
2015-03-12,35.214500427246094,35.7553383754356,35.07714512173228,35.48062776440796,59992500
2015-03-13,35.52353286743164,35.60079539270966,34.862509767787934,34.93977229306596,58007700
2015-03-16,35.67806625366211,35.7467422506171,35.43769207729982,35.60080371033279,35273500
2015-03-17,35.79824447631836,35.90984663299524,35.32608604011084,35.51494744970949,31673400
2015-03-18,36.48503112792969,36.76832823565449,35.48062125466873,35.56646707681117,44194800
2015-03-19,36.30474853515625,36.562289245168934,36.244655811980216,36.27899217178952,33879100
2015-03-20,36.81124496459961,36.897090772324994,36.476441729739896,36.536534450109194,71904500
2015-03-23,36.794090270996094,37.02587797689191,36.72541097674148,36.81126009455974,26246100
2015-03-24,36.82841873168945,37.06020309237302,36.69964673148036,36.72539982159898,25513300
2015-03-25,35.59222412109375,36.85417815054142,35.575054299796875,36.8455916024887,43469900
2015-03-26,35.37759017944336,35.72097989961028,35.128632796062696,35.386176723591426,37495600
2015-03-27,35.171566009521484,35.56646197441772,35.051380565840695,35.30033472426187,34401400
2015-03-30,35.162967681884766,35.66088238151036,35.12004479135313,35.283153085296014,35049700
2015-03-31,34.905433654785156,35.22306703446327,34.80241804309633,35.00844926647399,34887200
2015-04-01,34.95695114135742,34.99128750328273,34.604978051860996,34.853932231157486,36865300
2015-04-02,34.587799072265625,34.9741116961732,34.44185729220848,34.90543244089757,37487500
2015-04-06,35.66947555541992,35.86692352654381,34.49337099924395,34.63072625197394,39223700
2015-04-07,35.65230941772461,35.978529404667256,35.46344797249077,35.72098868857901,28809400
2015-04-08,35.55788040161133,35.78966805033071,35.23166365879874,35.59222004026787,24753400
2015-04-09,35.609371185302734,35.72955658276473,35.41192327878567,35.41192327878567,25723900
2015-04-10,35.81542205810547,36.012870055165386,35.54929478825534,35.73815951362046,28022000
2015-04-13,35.84976577758789,36.10730982860222,35.532132262761166,35.54071881102626,30276700
2015-04-14,35.75532531738281,36.0815420020864,35.53212098068288,35.88409402719498,24244400
2015-04-15,36.27898406982422,36.450678929758375,35.78107257830296,35.84974855739238,27343600
2015-04-16,36.193138122558594,36.34766316835813,35.90125784436026,36.012859994061486,22509700
2015-04-17,35.72957229614258,35.832591203393285,35.3346763094386,35.772495203426416,42387600
2015-04-20,36.83700180053711,37.060202888220935,35.781082538986425,35.824005447217004,46057700
2015-04-21,36.60521697998047,37.04303919208636,36.51078460972985,36.914267182688576,26013800
2015-04-22,36.905677795410156,37.025863237703525,36.52794837699363,36.63096400255827,25064300
2015-04-23,37.20614242553711,37.43793004554512,36.742567185521075,36.819829725523746,46309500
2015-04-24,41.09501647949219,41.32680410240517,39.189212593554046,39.197795864858456,130933700
2015-04-27,41.23236846923828,41.31821754950315,40.53700893053438,40.545592201157085,59248200
2015-04-28,42.202423095703125,42.24534597941836,40.94905655230396,41.01773251128712,60730800
2015-04-29,42.11660385131836,42.33122167985682,41.635858736461266,41.82472347351372,47804600
2015-04-30,41.75602722167969,42.52865240025135,41.72168759711943,41.80753665852008,64725500
